protein,ligand1,ligand2,lambdai
CDK2,1h1q,1oiu,0.266
CDK2,1h1q,1oiu,0.265
CDK2,1h1q,1oiu,0.264
CDK2,1h1q,1oiu,0.263
CDK2,1h1q,1oiu,0.262
CDK2,1h1q,1oiu,0.261
CDK2,1h1q,1oiu,0.26
CDK2,1h1q,1oiu,0.259
CDK2,1h1q,1oiu,0.258
CDK2,1h1q,1oiu,0.257
CDK2,1h1q,1oiu,0.256
CDK2,1h1q,1oiu,0.255
CDK2,1h1q,1oiu,0.254
CDK2,1h1q,1oiu,0.253
CDK2,1h1q,1oiu,0.252
CDK2,1h1q,1oiu,0.251
CDK2,1h1q,1oiu,0.25
CDK2,1h1q,1oiu,0.249
CDK2,1h1q,1oiu,0.248
CDK2,1h1q,1oiu,0.247
CDK2,1h1q,1oiu,0.246
CDK2,1h1q,1oiu,0.245
CDK2,1h1q,1oiu,0.244
CDK2,1h1q,1oiu,0.243
CDK2,1h1q,1oiu,0.242
CDK2,1h1q,1oiu,0.241
CDK2,1h1q,1oiu,0.24
CDK2,1h1q,1oiu,0.239
CDK2,1h1q,1oiu,0.238
CDK2,1h1q,1oiu,0.237
CDK2,1h1q,1oiu,0.236
CDK2,1h1q,1oiu,0.235
CDK2,1h1q,1oiu,0.234
CDK2,1h1q,1oiu,0.233
CDK2,1h1q,1oiu,0.232
CDK2,1h1q,1oiu,0.231
CDK2,1h1q,1oiu,0.23
CDK2,1h1q,1oiu,0.229
CDK2,1h1q,1oiu,0.228
CDK2,1h1q,1oiu,0.227
CDK2,1h1q,1oiu,0.226
CDK2,1h1q,1oiu,0.225
CDK2,1h1q,1oiu,0.224
CDK2,1h1q,1oiu,0.223
CDK2,1h1q,1oiu,0.222
CDK2,1h1q,1oiu,0.221
CDK2,1h1q,1oiu,0.22
CDK2,1h1q,1oiu,0.219
CDK2,1h1q,1oiu,0.218
CDK2,1h1q,1oiu,0.217
CDK2,1h1q,1oiu,0.216
CDK2,1h1q,1oiu,0.215
CDK2,1h1q,1oiu,0.214
CDK2,1h1q,1oiu,0.213
CDK2,1h1q,1oiu,0.212
CDK2,1h1q,1oiu,0.211
CDK2,1h1q,1oiu,0.21
CDK2,1h1q,1oiu,0.209
CDK2,1h1q,1oiu,0.208
CDK2,1h1q,1oiu,0.207
CDK2,1h1q,1oiu,0.206
CDK2,1h1q,1oiu,0.205
CDK2,1h1q,1oiu,0.204
CDK2,1h1q,1oiu,0.203
CDK2,1h1q,1oiu,0.202
CDK2,1h1q,1oiu,0.201
CDK2,1h1q,1oiu,0.2
CDK2,1h1q,1oiu,0.199
CDK2,1h1q,1oiu,0.198
CDK2,1h1q,1oiu,0.197
CDK2,1h1q,1oiu,0.196
CDK2,1h1q,1oiu,0.195
CDK2,1h1q,1oiu,0.194
CDK2,1h1q,1oiu,0.193
CDK2,1h1q,1oiu,0.192
CDK2,1h1q,1oiu,0.191
CDK2,1h1q,1oiu,0.19
CDK2,1h1q,1oiu,0.189
CDK2,1h1q,1oiu,0.188
CDK2,1h1q,1oiu,0.187
CDK2,1h1q,1oiu,0.186
CDK2,1h1q,1oiu,0.185
CDK2,1h1q,1oiu,0.184
CDK2,1h1q,1oiu,0.183
CDK2,1h1q,1oiu,0.182
CDK2,1h1q,1oiu,0.181
CDK2,1h1q,1oiu,0.18
CDK2,1h1q,1oiu,0.179
CDK2,1h1q,1oiu,0.178
CDK2,1h1q,1oiu,0.177
CDK2,1h1q,1oiu,0.176
CDK2,1h1q,1oiu,0.175
CDK2,1h1q,1oiu,0.174
CDK2,1h1q,1oiu,0.173
CDK2,1h1q,1oiu,0.172
CDK2,1h1q,1oiu,0.171
CDK2,1h1q,1oiu,0.17
CDK2,1h1q,1oiu,0.169
CDK2,1h1q,1oiu,0.168
CDK2,1h1q,1oiu,0.167
CDK2,1h1q,1oiu,0.166
CDK2,1h1q,1oiu,0.165
CDK2,1h1q,1oiu,0.164
CDK2,1h1q,1oiu,0.163
CDK2,1h1q,1oiu,0.162
CDK2,1h1q,1oiu,0.161
CDK2,1h1q,1oiu,0.16
CDK2,1h1q,1oiu,0.159
CDK2,1h1q,1oiu,0.158
CDK2,1h1q,1oiu,0.157
CDK2,1h1q,1oiu,0.156
CDK2,1h1q,1oiu,0.155
CDK2,1h1q,1oiu,0.154
CDK2,1h1q,1oiu,0.153
CDK2,1h1q,1oiu,0.152
CDK2,1h1q,1oiu,0.151
CDK2,1h1q,1oiu,0.15
CDK2,1h1q,1oiu,0.149
CDK2,1h1q,1oiu,0.148
CDK2,1h1q,1oiu,0.147
CDK2,1h1q,1oiu,0.146
CDK2,1h1q,1oiu,0.145
CDK2,1h1q,1oiu,0.144
CDK2,1h1q,1oiu,0.143
CDK2,1h1q,1oiu,0.142
CDK2,1h1q,1oiu,0.141
CDK2,1h1q,1oiu,0.14
CDK2,1h1q,1oiu,0.139
CDK2,1h1q,1oiu,0.138
CDK2,1h1q,1oiu,0.137
CDK2,1h1q,1oiu,0.136
CDK2,1h1q,1oiu,0.135
CDK2,1h1q,1oiu,0.134
CDK2,1h1q,1oiu,0.133
CDK2,1h1q,1oiu,0.132
CDK2,1h1q,1oiu,0.131
CDK2,1h1q,1oiu,0.13
CDK2,1h1q,1oiu,0.129
CDK2,1h1q,1oiu,0.128
CDK2,1h1q,1oiu,0.127
CDK2,1h1q,1oiu,0.126
CDK2,1h1q,1oiu,0.125
CDK2,1h1q,1oiu,0.124
CDK2,1h1q,1oiu,0.123
CDK2,1h1q,1oiu,0.122
CDK2,1h1q,1oiu,0.121
CDK2,1h1q,1oiu,0.12
CDK2,1h1q,1oiu,0.119
CDK2,1h1q,1oiu,0.118
CDK2,1h1q,1oiu,0.117
CDK2,1h1q,1oiu,0.116
CDK2,1h1q,1oiu,0.115
CDK2,1h1q,1oiu,0.114
CDK2,1h1q,1oiu,0.113
CDK2,1h1q,1oiu,0.112
CDK2,1h1q,1oiu,0.111
CDK2,1h1q,1oiu,0.11
CDK2,1h1q,1oiu,0.109
CDK2,1h1q,1oiu,0.108
CDK2,1h1q,1oiu,0.107
CDK2,1h1q,1oiu,0.106
CDK2,1h1q,1oiu,0.105
CDK2,1h1q,1oiu,0.104
CDK2,1h1q,1oiu,0.103
CDK2,1h1q,1oiu,0.102
CDK2,1h1q,1oiu,0.101
CDK2,1h1q,1oiu,0.1
CDK2,1h1q,1oiu,0.099
CDK2,1h1q,1oiu,0.098
CDK2,1h1q,1oiu,0.097
CDK2,1h1q,1oiu,0.096
CDK2,1h1q,1oiu,0.095
CDK2,1h1q,1oiu,0.094
CDK2,1h1q,1oiu,0.093
CDK2,1h1q,1oiu,0.092
CDK2,1h1q,1oiu,0.091
CDK2,1h1q,1oiu,0.09
CDK2,1h1q,1oiu,0.089
CDK2,1h1q,1oiu,0.088
CDK2,1h1q,1oiu,0.087
CDK2,1h1q,1oiu,0.086
CDK2,1h1q,1oiu,0.085
CDK2,1h1q,1oiu,0.084
CDK2,1h1q,1oiu,0.083
CDK2,1h1q,1oiu,0.082
CDK2,1h1q,1oiu,0.081
CDK2,1h1q,1oiu,0.08
CDK2,1h1q,1oiu,0.079
CDK2,1h1q,1oiu,0.078
CDK2,1h1q,1oiu,0.077
CDK2,1h1q,1oiu,0.076
CDK2,1h1q,1oiu,0.075
CDK2,1h1q,1oiu,0.074
CDK2,1h1q,1oiu,0.073
CDK2,1h1q,1oiu,0.072
CDK2,1h1q,1oiu,0.071
CDK2,1h1q,1oiu,0.07
CDK2,1h1q,1oiu,0.069
CDK2,1h1q,1oiu,0.068
CDK2,1h1q,1oiu,0.067
CDK2,1h1q,1oiu,0.066
CDK2,1h1q,1oiu,0.065
CDK2,1h1q,1oiu,0.064
CDK2,1h1q,1oiu,0.063
CDK2,1h1q,1oiu,0.062
CDK2,1h1q,1oiu,0.061
CDK2,1h1q,1oiu,0.06
CDK2,1h1q,1oiu,0.059
CDK2,1h1q,1oiu,0.058
CDK2,1h1q,1oiu,0.057
CDK2,1h1q,1oiu,0.056
CDK2,1h1q,1oiu,0.055
CDK2,1h1q,1oiu,0.054
CDK2,1h1q,1oiu,0.053
CDK2,1h1q,1oiu,0.052
CDK2,1h1q,1oiu,0.051
CDK2,1h1q,1oiu,0.05
CDK2,1h1q,1oiu,0.049
CDK2,1h1q,1oiu,0.048
CDK2,1h1q,1oiu,0.047
CDK2,1h1q,1oiu,0.046
CDK2,1h1q,1oiu,0.045
CDK2,1h1q,1oiu,0.044
CDK2,1h1q,1oiu,0.043
CDK2,1h1q,1oiu,0.042
CDK2,1h1q,1oiu,0.041
CDK2,1h1q,1oiu,0.04
CDK2,1h1q,1oiu,0.039
CDK2,1h1q,1oiu,0.038
CDK2,1h1q,1oiu,0.037
CDK2,1h1q,1oiu,0.036
CDK2,1h1q,1oiu,0.035
CDK2,1h1q,1oiu,0.034
CDK2,1h1q,1oiu,0.033
CDK2,1h1q,1oiu,0.032
CDK2,1h1q,1oiu,0.031
CDK2,1h1q,1oiu,0.03
CDK2,1h1q,1oiu,0.029
CDK2,1h1q,1oiu,0.028
CDK2,1h1q,1oiu,0.027
CDK2,1h1q,1oiu,0.026
CDK2,1h1q,1oiu,0.025
CDK2,1h1q,1oiu,0.024
CDK2,1h1q,1oiu,0.023
CDK2,1h1q,1oiu,0.022
CDK2,1h1q,1oiu,0.021
CDK2,1h1q,1oiu,0.02
CDK2,1h1q,1oiu,0.019
CDK2,1h1q,1oiu,0.018
CDK2,1h1q,1oiu,0.017
CDK2,1h1q,1oiu,0.016
CDK2,1h1q,1oiu,0.015
CDK2,1h1q,1oiu,0.014
CDK2,1h1q,1oiu,0.013
CDK2,1h1q,1oiu,0.012
CDK2,1h1q,1oiu,0.011
CDK2,1h1q,1oiu,0.01
CDK2,1h1q,1oiu,0.009
CDK2,1h1q,1oiu,0.008
CDK2,1h1q,1oiu,0.007
CDK2,1h1q,1oiu,0.006
CDK2,1h1q,1oiu,0.005
CDK2,1h1q,1oiu,0.004
CDK2,1h1q,1oiu,0.003
CDK2,1h1q,1oiu,0.002
CDK2,1h1q,1oiu,0.001
CDK2,1h1q,1oiu,0
