protein,ligand1,ligand2,lambdai,Gi(kcal/mol),stddev(kcal/mol),stddev(kcal/mol),aue(kcal/mol),,,
pfkfb3-nnp,m20,m42,0.35,47.46363,0.2232423,0.34 ,0.38 ,,,
pfkfb3-nnp,m20,m42,0.40 ,37.43853,0.2306855,0.34 ,0.38 ,,,
pfkfb3-nnp,m20,m42,0.45,26.93019,0.2350498,0.34 ,0.38 ,,,
pfkfb3-nnp,m20,m42,0.50 ,16.07395,0.2389329,0.34 ,0.38 ,,,
pfkfb3-nnp,m42,m20,0,0,0,0.34 ,0.38 ,,,
pfkfb3-nnp,m42,m20,0.05 ,15.67351,0.1270459,0.34 ,0.38 ,,,
pfkfb3-nnp,m42,m20,0.1,28.31119,0.164218,0.34 ,0.38 ,,,
pfkfb3-nnp,m42,m20,0.15 ,39.66674,0.1757011,0.34 ,0.38 ,,,
pfkfb3-nnp,m42,m20,0.2,50.77786,0.1776537,0.34 ,0.38 ,,,
pfkfb3-nnp,m42,m20,0.25 ,61.84303,0.1782032,0.34 ,0.38 ,,,
pfkfb3-nnp,m42,m20,0.30 ,55.57022,0.205197,0.34 ,0.38 ,,,
pfkfb3-nnp,m42,m20,0.35,46.65601,0.2215702,0.34 ,0.38 ,,,
pfkfb3-nnp,m42,m20,0.40 ,36.83403,0.2289509,0.34 ,0.38 ,,,
pfkfb3-nnp,m42,m20,0.45,26.48467,0.2340105,0.34 ,0.38 ,,,
pfkfb3-nnp,m42,m20,0.50 ,15.74001,0.2384833,0.34 ,0.38 ,,,
pfkfb3-nnp,m24,m34,0,0,0,0.36 ,1.52 ,,,
pfkfb3-nnp,m24,m34,0.05 ,16.20208,0.1298032,0.36 ,1.52 ,,,
pfkfb3-nnp,m24,m34,0.1,29.02989,0.1662426,0.36 ,1.52 ,,,
pfkfb3-nnp,m24,m34,0.15 ,40.57182,0.178146,0.36 ,1.52 ,,,
pfkfb3-nnp,m24,m34,0.2,51.77705,0.1812352,0.36 ,1.52 ,,,
pfkfb3-nnp,m24,m34,0.25,62.89614,0.1823022,0.36 ,1.52 ,,,
pfkfb3-nnp,m24,m34,0.30 ,58.23593,0.204023,0.36 ,1.52 ,,,
pfkfb3-nnp,m24,m34,0.35,50.72015,0.2264279,0.36 ,1.52 ,,,
pfkfb3-nnp,m24,m34,0.40 ,41.65659,0.2399859,0.36 ,1.52 ,,,
pfkfb3-nnp,m24,m34,0.45,31.53247,0.2493623,0.36 ,1.52 ,,,
pfkfb3-nnp,m24,m34,0.50 ,20.62343,0.2568078,0.36 ,1.52 ,,,
pfkfb3-nnp,m34,m24,0,0,0,0.36 ,1.52 ,,,
pfkfb3-nnp,m34,m24,0.05 ,15.16507,0.1562666,0.36 ,1.52 ,,,
pfkfb3-nnp,m34,m24,0.1,27.72758,0.1781884,0.36 ,1.52 ,,,
pfkfb3-nnp,m34,m24,0.15 ,39.2988,0.1886337,0.36 ,1.52 ,,,
pfkfb3-nnp,m34,m24,0.2,50.50616,0.1917814,0.36 ,1.52 ,,,
pfkfb3-nnp,m34,m24,0.25 ,61.6222,0.1927729,0.36 ,1.52 ,,,
pfkfb3-nnp,m34,m24,0.30 ,57.04527,0.2091591,0.36 ,1.52 ,,,
pfkfb3-nnp,m34,m24,0.35,49.81315,0.2317221,0.36 ,1.52 ,,,
pfkfb3-nnp,m34,m24,0.40 ,41.09606,0.2433333,0.36 ,1.52 ,,,
pfkfb3-nnp,m34,m24,0.45,31.45014,0.2516045,0.36 ,1.52 ,,,
pfkfb3-nnp,m34,m24,0.50 ,21.04194,0.259065,0.36 ,1.52 ,,,
pfkfb3-nnp,m58,m63,0,0,0,0.33 ,1.04 ,,,
pfkfb3-nnp,m58,m63,0.05 ,15.65315,0.1033388,0.33 ,1.04 ,,,
pfkfb3-nnp,m58,m63,0.1,28.68145,0.1434007,0.33 ,1.04 ,,,
pfkfb3-nnp,m58,m63,0.15 ,40.19541,0.1617367,0.33 ,1.04 ,,,
pfkfb3-nnp,m58,m63,0.2,51.32422,0.164747,0.33 ,1.04 ,,,
pfkfb3-nnp,m58,m63,0.25,62.39238,0.1654594,0.33 ,1.04 ,,,
pfkfb3-nnp,m58,m63,0.30 ,56.02169,0.187736,0.33 ,1.04 ,,,
pfkfb3-nnp,m58,m63,0.35,47.18347,0.2058983,0.33 ,1.04 ,,,
pfkfb3-nnp,m58,m63,0.40 ,37.37766,0.2147702,0.33 ,1.04 ,,,
pfkfb3-nnp,m58,m63,0.45,27.00873,0.2204116,0.33 ,1.04 ,,,
pfkfb3-nnp,m58,m63,0.50 ,16.21282,0.225392,0.33 ,1.04 ,,,
pfkfb3-nnp,m63,m58,0,0,0,0.33 ,1.04 ,,,
pfkfb3-nnp,m63,m58,0.05 ,15.7781,0.1296262,0.33 ,1.04 ,,,
pfkfb3-nnp,m63,m58,0.1,28.85705,0.1610706,0.33 ,1.04 ,,,
pfkfb3-nnp,m63,m58,0.15 ,40.46998,0.1786164,0.33 ,1.04 ,,,
pfkfb3-nnp,m63,m58,0.2,51.61275,0.181945,0.33 ,1.04 ,,,
pfkfb3-nnp,m63,m58,0.25 ,62.68259,0.1826556,0.33 ,1.04 ,,,
pfkfb3-nnp,m63,m58,0.30 ,56.15247,0.2058222,0.33 ,1.04 ,,,
pfkfb3-nnp,m63,m58,0.35,47.08084,0.2227648,0.33 ,1.04 ,,,
pfkfb3-nnp,m63,m58,0.40 ,37.11384,0.2298515,0.33 ,1.04 ,,,
pfkfb3-nnp,m63,m58,0.45,26.64887,0.2344582,0.33 ,1.04 ,,,
pfkfb3-nnp,m63,m58,0.50 ,15.74695,0.2393659,0.33 ,1.04 ,,,
