protein,ligand1,ligand2,lambdai,Gi(kcal/mol),stddev(kcal/mol),stddev(kcal/mol),aue(kcal/mol),,,
syk-nnp,CHEMBL3265021,CHEMBL3265035,0.00 ,0,0,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265035,0.05 ,16.11784,0.0972397,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265035,0.1,30.22772,0.1271011,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265035,0.15 ,43.3309,0.1435655,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265035,0.2,55.19624,0.1638233,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265035,0.25 ,66.44567,0.1697739,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265035,0.3,62.31802,0.1950054,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265035,0.35 ,55.34508,0.2208529,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265035,0.4,46.60935,0.2358223,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265035,0.45 ,36.81692,0.2451409,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265035,0.5,26.21377,0.2532252,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265035,CHEMBL3265021,0,0,0,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265035,CHEMBL3265021,0.05 ,16.15794,0.08718218,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265035,CHEMBL3265021,0.1,30.3457,0.1244763,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265035,CHEMBL3265021,0.15 ,43.2573,0.1462128,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265035,CHEMBL3265021,0.2,54.91757,0.1641762,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265035,CHEMBL3265021,0.25 ,66.11431,0.168368,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265035,CHEMBL3265021,0.3,61.75474,0.193994,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265035,CHEMBL3265021,0.35 ,54.36375,0.2191588,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265035,CHEMBL3265021,0.4,45.48772,0.2318071,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265035,CHEMBL3265021,0.45 ,35.62752,0.2410526,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265035,CHEMBL3265021,0.5,24.94422,0.2490545,0.36 ,1.08 ,,,
syk-nnp,CHEMBL3265004,CHEMBL3264999,0.00 ,0,0,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3265004,CHEMBL3264999,0.05 ,17.49574,0.09767032,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3265004,CHEMBL3264999,0.1,31.43306,0.1407673,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3265004,CHEMBL3264999,0.15 ,43.92699,0.1591775,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3265004,CHEMBL3264999,0.2,55.4408,0.1712223,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3265004,CHEMBL3264999,0.25 ,66.63321,0.1743447,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3265004,CHEMBL3264999,0.3,62.62929,0.1950278,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3265004,CHEMBL3264999,0.35 ,55.77465,0.2221787,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3265004,CHEMBL3264999,0.4,47.31106,0.2352895,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3265004,CHEMBL3264999,0.45 ,37.78331,0.2450707,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3265004,CHEMBL3264999,0.5,27.32207,0.2539381,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3264999,CHEMBL3265004,0,0,0,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3264999,CHEMBL3265004,0.05 ,17.89704,0.07858134,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3264999,CHEMBL3265004,0.1,32.09155,0.1415879,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3264999,CHEMBL3265004,0.15 ,44.55921,0.1617242,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3264999,CHEMBL3265004,0.2,56.10418,0.1735211,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3264999,CHEMBL3265004,0.25 ,67.30826,0.1771212,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3264999,CHEMBL3265004,0.3,62.99896,0.2032948,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3264999,CHEMBL3265004,0.35 ,55.62822,0.2270014,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3264999,CHEMBL3265004,0.4,46.62789,0.2413205,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3264999,CHEMBL3265004,0.45 ,36.59288,0.2499962,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3264999,CHEMBL3265004,0.5,25.75997,0.2577787,0.36 ,1.00 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265022,0.00 ,0,0,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265022,0.05 ,15.81845,0.118481,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265022,0.1,28.82443,0.154294,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265022,0.15 ,40.42422,0.1701045,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265022,0.2,51.60499,0.1736506,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265022,0.25 ,62.7038,0.1746033,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265022,0.3,57.83826,0.1928521,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265022,0.35 ,50.33693,0.216347,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265022,0.4,41.37706,0.2287393,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265022,0.45 ,31.50368,0.2373043,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265022,0.5,20.94824,0.2440237,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265022,CHEMBL3265014,0,0,0,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265022,CHEMBL3265014,0.05 ,15.19751,0.1073528,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265022,CHEMBL3265014,0.1,28.14911,0.1377126,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265022,CHEMBL3265014,0.15 ,39.8549,0.1556621,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265022,CHEMBL3265014,0.2,51.07765,0.1605488,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265022,CHEMBL3265014,0.25 ,62.19581,0.161867,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265022,CHEMBL3265014,0.3,57.14464,0.1894355,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265022,CHEMBL3265014,0.35 ,49.3665,0.2105308,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265022,CHEMBL3265014,0.4,40.27221,0.2230698,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265022,CHEMBL3265014,0.45 ,30.28412,0.231293,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265022,CHEMBL3265014,0.5,19.55288,0.2391968,0.34 ,1.00 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265026,0.00 ,0,0,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265026,0.05 ,15.2286,0.1159851,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265026,0.1,27.95257,0.1504853,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265026,0.15 ,39.43611,0.1644495,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265026,0.2,50.59776,0.1673312,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265026,0.25 ,61.6901,0.1682191,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265026,0.3,56.50318,0.1895523,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265026,0.35 ,48.62914,0.2123234,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265026,0.4,39.38097,0.2243115,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265026,0.45 ,29.32573,0.2316679,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265026,0.5,18.65254,0.2382559,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265017,0,0,0,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265017,0.05 ,14.82429,0.1162614,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265017,0.1,27.20916,0.1481711,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265017,0.15 ,38.6026,0.1595739,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265017,0.2,49.75123,0.1623017,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265017,0.25 ,60.83985,0.1631921,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265017,0.3,55.4548,0.1854597,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265017,0.35 ,47.33531,0.2083771,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265017,0.4,38.02905,0.2183935,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265017,0.45 ,27.99957,0.2256302,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265017,0.5,17.32224,0.23308,0.33 ,1.45 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265016,0.00 ,0,0,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265016,0.05 ,14.52383,0.1074662,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265016,0.1,26.58124,0.1422261,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265016,0.15 ,37.81574,0.1498117,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265016,0.2,48.91052,0.1513758,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265016,0.25 ,59.97128,0.1519406,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265016,0.3,53.78144,0.175592,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265016,0.35 ,45.11818,0.1957703,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265016,0.4,35.49266,0.204634,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265016,0.45 ,25.26677,0.2109655,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265016,0.5,14.57836,0.2164244,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265017,0,0,0,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265017,0.05 ,14.38718,0.1104428,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265017,0.1,26.26574,0.1433304,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265017,0.15 ,37.46759,0.1494376,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265017,0.2,48.55362,0.1508283,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265017,0.25 ,59.60986,0.1513392,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265017,0.3,53.25277,0.176837,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265017,0.35 ,44.42042,0.1939626,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265017,0.4,34.69316,0.2027323,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265017,0.45 ,24.3749,0.2090954,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265017,0.5,13.5757,0.2149456,0.31 ,0.80 ,,,
syk-nnp,CHEMBL3265031,CHEMBL3265030n,0.00 ,0,0,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265031,CHEMBL3265030n,0.05 ,15.38005,0.1089325,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265031,CHEMBL3265030n,0.1,28.72566,0.1359749,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265031,CHEMBL3265030n,0.15 ,40.84826,0.1558699,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265031,CHEMBL3265030n,0.2,52.19023,0.1647006,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265031,CHEMBL3265030n,0.25 ,63.33372,0.1668284,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265031,CHEMBL3265030n,0.3,58.40012,0.1968233,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265031,CHEMBL3265030n,0.35 ,50.28506,0.220783,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265031,CHEMBL3265030n,0.4,40.90343,0.2309079,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265031,CHEMBL3265030n,0.45 ,30.768,0.2378485,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265031,CHEMBL3265030n,0.5,20.03612,0.2439436,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265030n,CHEMBL3265031,0,0,0,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265030n,CHEMBL3265031,0.05 ,15.54849,0.1205243,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265030n,CHEMBL3265031,0.1,28.75584,0.1481084,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265030n,CHEMBL3265031,0.15 ,40.66579,0.1663561,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265030n,CHEMBL3265031,0.2,51.92622,0.1724937,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265030n,CHEMBL3265031,0.25 ,63.0458,0.1739392,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265030n,CHEMBL3265031,0.3,58.05414,0.2027515,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265030n,CHEMBL3265031,0.35 ,49.8732,0.226212,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265030n,CHEMBL3265031,0.4,40.33698,0.2371809,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265030n,CHEMBL3265031,0.45 ,30.0631,0.243463,0.35 ,1.41 ,,,
syk-nnp,CHEMBL3265030n,CHEMBL3265031,0.5,19.22181,0.2492336,0.35 ,1.41 ,,,
